raceId,endingposition,resultId,raceId,driverId,constructorId,startingposition,racestatus,circuit,train_test
47,4,614,47,2,2,6,1,5,1
47,5,615,47,1,1,2,1,5,1
47,6,616,47,5,4,7,1,5,1
47,7,617,47,3,3,8,1,5,1
47,8,618,47,9,2,5,1,5,1
47,9,619,47,21,4,10,1,5,1
47,10,620,47,14,9,13,1,5,1
47,11,621,47,25,3,14,1,5,1
47,12,622,47,23,7,16,1,5,1
47,13,623,47,18,11,21,1,5,1
47,14,624,47,19,8,11,1,5,1
47,15,625,47,24,5,15,1,5,1
47,16,626,47,15,7,9,1,5,1
47,17,627,47,22,11,22,1,5,1
47,18,628,47,11,8,17,1,5,1
47,19,629,47,20,5,18,1,5,1
47,20,630,47,29,12,20,1,5,1
47,0,631,47,16,12,19,2,5,1
47,0,632,47,17,9,12,2,5,1
48,1,633,48,4,1,1,1,14,1
48,2,634,48,1,1,2,1,14,1
48,3,635,48,8,6,5,1,14,1
48,4,636,48,2,2,4,1,14,1
48,5,637,48,9,2,6,1,14,1
48,6,638,48,3,3,8,1,14,1
48,7,639,48,5,4,7,1,14,1
48,8,640,48,18,11,10,1,14,1
48,9,641,48,17,9,11,1,14,1
48,10,642,48,22,11,12,1,14,1
48,11,643,48,15,7,9,1,14,1
48,12,644,48,21,4,15,1,14,1
48,13,645,48,25,3,13,1,14,1
48,14,646,48,19,8,14,1,14,1
48,15,647,48,23,7,18,1,14,1
48,16,648,48,11,8,17,1,14,1
48,17,649,48,24,5,19,1,14,1
48,18,650,48,20,5,16,1,14,1
48,19,651,48,16,12,21,1,14,1
48,20,652,48,29,12,22,1,14,1
48,0,653,48,13,6,3,2,14,1
48,0,654,48,14,9,20,2,14,1
49,1,655,49,8,6,1,1,13,1
49,2,656,49,13,6,2,1,13,1
49,3,657,49,4,1,3,1,13,1
49,4,658,49,1,1,4,1,13,1
49,5,659,49,2,2,6,1,13,1
49,6,660,49,3,3,5,1,13,1
49,7,661,49,17,9,7,1,13,1
49,8,662,49,5,4,9,1,13,1
49,9,663,49,9,2,14,1,13,1
49,10,664,49,23,7,10,1,13,1
49,11,665,49,15,7,8,1,13,1
49,12,666,49,24,5,13,1,13,1
49,13,667,49,22,11,17,1,13,1
49,14,668,49,16,12,19,1,13,1
49,15,669,49,11,8,18,1,13,1
49,16,670,49,19,8,20,1,13,1
49,17,671,49,29,12,21,1,13,1
49,0,672,49,18,11,12,2,13,1
49,0,673,49,25,3,15,2,13,1
49,0,674,49,14,9,11,2,13,1
49,0,675,49,20,5,16,2,13,1
49,0,676,49,21,4,22,2,13,1
50,1,677,50,1,1,1,1,16,1
50,2,678,50,5,4,11,1,16,1
50,3,679,50,8,6,3,1,16,1
50,4,680,50,14,9,12,1,16,1
50,5,681,50,21,4,10,1,16,1
50,6,682,50,13,6,4,1,16,1
50,7,683,50,9,2,9,1,16,1
50,8,684,50,16,12,20,1,16,1
50,9,685,50,24,5,14,1,16,1
50,10,686,50,22,11,17,1,16,1
50,0,687,50,18,11,6,2,16,1
50,12,688,50,29,12,22,1,16,1
