ending_position,raceId,curcuit_id,driverId,constructorId,starting_position,finish_status,train_test,resultId
3,883,3,154,208,11,1,1,21780
4,883,3,814,10,5,1,1,21781
5,883,3,1,131,9,1,1,21782
6,883,3,815,1,12,1,1,21783
7,883,3,17,9,7,1,1,21784
8,883,3,4,6,3,1,1,21785
9,883,3,3,131,1,1,1,21786
10,883,3,18,1,10,1,1,21787
11,883,3,813,3,17,1,1,21788
12,883,3,807,15,14,1,1,21789
13,883,3,16,10,6,1,1,21790
14,883,3,822,3,15,1,1,21791
15,883,3,13,6,4,1,1,21792
16,883,3,817,5,13,1,1,21793
17,883,3,819,207,18,1,1,21794
18,883,3,821,15,22,1,1,21795
19,883,3,824,206,19,1,1,21796
20,883,3,820,206,21,1,1,21797
21,883,3,823,207,20,1,1,21798
0,883,3,818,5,16,2,1,21799
1,884,4,4,6,5,1,1,21800
2,884,4,8,208,4,1,1,21801
3,884,4,13,6,9,1,1,21802
4,884,4,20,9,3,1,1,21803
5,884,4,17,9,7,1,1,21804
6,884,4,3,131,1,1,1,21805
7,884,4,814,10,10,1,1,21806
8,884,4,18,1,14,1,1,21807
9,884,4,815,1,8,1,1,21808
10,884,4,817,5,11,1,1,21809
11,884,4,821,15,19,1,1,21810
12,884,4,1,131,2,1,1,21811
13,884,4,16,10,13,1,1,21812
14,884,4,813,3,17,1,1,21813
15,884,4,807,15,15,1,1,21814
16,884,4,822,3,16,1,1,21815
17,884,4,819,207,22,1,1,21816
18,884,4,824,206,20,1,1,21817
19,884,4,820,206,21,1,1,21818
0,884,4,818,5,12,2,1,21819
0,884,4,823,207,18,2,1,21820
0,884,4,154,208,6,2,1,21821
1,885,6,3,131,1,1,1,21822
2,885,6,20,9,3,1,1,21823
3,885,6,17,9,4,1,1,21824
4,885,6,1,131,2,1,1,21825
5,885,6,16,10,8,1,1,21826
6,885,6,18,1,9,1,1,21827
7,885,6,4,6,6,1,1,21828
8,885,6,818,5,10,1,1,21829
9,885,6,814,10,17,1,1,21830
10,885,6,8,208,5,1,1,21831
11,885,6,807,15,11,1,1,21832
12,885,6,822,3,14,1,1,21833
13,885,6,821,15,19,1,1,21834
14,885,6,820,206,22,1,1,21835
15,885,6,823,207,15,1,1,21836
0,885,6,815,1,7,2,1,21837
0,885,6,154,208,13,2,1,21838
0,885,6,817,5,12,2,1,21839
0,885,6,824,206,20,2,1,21840
0,885,6,813,3,16,2,1,21841
0,885,6,13,6,21,2,1,21842
0,885,6,819,207,18,2,1,21843
1,886,7,20,9,1,1,1,21844
2,886,7,4,6,6,1,1,21845
3,886,7,1,131,2,1,1,21846
4,886,7,17,9,5,1,1,21847
5,886,7,3,131,4,1,1,21848
6,886,7,818,5,7,1,1,21849
7,886,7,814,10,17,1,1,21850
8,886,7,13,6,16,1,1,21851
9,886,7,8,208,10,1,1,21852
10,886,7,16,10,8,1,1,21853
11,886,7,815,1,12,1,1,21854
12,886,7,18,1,14,1,1,21855
13,886,7,154,208,22,1,1,21856
14,886,7,822,3,3,1,1,21857
15,886,7,817,5,11,1,1,21858
16,886,7,813,3,13,1,1,21859
17,886,7,824,206,19,1,1,21860
18,886,7,819,207,18,1,1,21861
19,886,7,820,206,20,1,1,21862
0,886,7,821,15,15,2,1,21863
0,886,7,807,15,9,2,1,21864
0,886,7,823,207,21,2,1,21865
1,887,9,3,131,2,1,1,21866
2,887,9,17,9,4,1,1,21867
3,887,9,4,6,9,1,1,21868
4,887,9,1,131,1,1,1,21869
5,887,9,8,208,8,1,1,21870
6,887,9,13,6,11,1,1,21871
7,887,9,16,10,6,1,1,21872
8,887,9,817,5,5,1,1,21873
9,887,9,814,10,21,1,1,21874
10,887,9,807,15,14,1,1,21875
11,887,9,813,3,15,1,1,21876
12,887,9,822,3,16,1,1,21877
13,887,9,18,1,10,1,1,21878
14,887,9,821,15,17,1,1,21879
15,887,9,819,207,18,1,1,21880
16,887,9,824,206,19,1,1,21881
17,887,9,820,206,20,1,1,21882
18,887,9,823,207,22,1,1,21883
0,887,9,154,208,7,2,1,21884
0,887,9,815,1,13,2,1,21885
0,887,9,20,9,3,2,1,21886
0,887,9,818,5,12,2,1,21887
1,888,20,20,9,2,1,1,21888
2,888,20,8,208,4,1,1,21889
3,888,20,154,208,5,1,1,21890
4,888,20,4,6,8,1,1,21891
5,888,20,1,131,1,1,1,21892
6,888,20,18,1,9,1,1,21893
7,888,20,17,9,3,1,1,21894
8,888,20,815,1,13,1,1,21895
9,888,20,3,131,11,1,1,21896
10,888,20,807,15,10,1,1,21897
11,888,20,814,10,12,1,1,21898
12,888,20,817,5,6,1,1,21899
13,888,20,16,10,15,1,1,21900
14,888,20,821,15,14,1,1,21901
15,888,20,813,3,18,1,1,21902
16,888,20,822,3,17,1,1,21903
17,888,20,819,207,22,1,1,21904
18,888,20,823,207,20,1,1,21905
19,888,20,820,206,21,1,1,21906
0,888,20,818,5,16,2,1,21907
0,888,20,824,206,19,2,1,21908
0,888,20,13,6,7,2,1,21909
1,890,11,1,131,1,1,1,21910
2,890,11,8,208,6,1,1,21911
3,890,11,20,9,2,1,1,21912
4,890,11,17,9,10,1,1,21913
5,890,11,4,6,5,1,1,21914
6,890,11,154,208,3,1,1,21915
7,890,11,18,1,13,1,1,21916
8,890,11,13,6,7,1,1,21917
9,890,11,815,1,9,1,1,21918
10,890,11,813,3,15,1,1,21919
11,890,11,807,15,12,1,1,21920
12,890,11,818,5,14,1,1,21921
13,890,11,817,5,8,1,1,21922
14,890,11,823,207,20,1,1,21923
15,890,11,819,207,19,1,1,21924
16,890,11,824,206,21,1,1,21925
17,890,11,820,206,22,1,1,21926
0,890,11,814,10,18,2,1,21927
0,890,11,3,131,4,2,1,21928
0,890,11,822,3,16,2,1,21929
0,890,11,821,15,17,2,1,21930
0,890,11,16,10,11,2,1,21931
1,891,13,20,9,2,1,1,21932
2,891,13,4,6,9,1,1,21933
3,891,13,1,131,1,1,1,21934
4,891,13,3,131,4,1,1,21935
5,891,13,17,9,3,1,1,21936
6,891,13,18,1,6,1,1,21937
7,891,13,13,6,10,1,1,21938
8,891,13,154,208,7,1,1,21939
9,891,13,16,10,12,1,1,21940
10,891,13,817,5,19,1,1,21941
11,891,13,815,1,13,1,1,21942
12,891,13,818,5,18,1,1,21943
13,891,13,807,15,11,1,1,21944
14,891,13,821,15,21,1,1,21945
15,891,13,822,3,20,1,1,21946
16,891,13,823,207,14,1,1,21947
17,891,13,813,3,17,1,1,21948
18,891,13,824,206,15,1,1,21949
19,891,13,820,206,16,1,1,21950
0,891,13,814,10,5,2,1,21951
0,891,13,8,208,8,2,1,21952
0,891,13,819,207,22,2,1,21953
1,892,14,20,9,1,1,1,21954
2,892,14,4,6,5,1,1,21955
3,892,14,17,9,2,1,1,21956
4,892,14,13,6,4,1,1,21957
5,892,14,807,15,3,1,1,21958
6,892,14,3,131,6,1,1,21959
7,892,14,817,5,7,1,1,21960
8,892,14,154,208,13,1,1,21961
9,892,14,1,131,12,1,1,21962
10,892,14,18,1,9,1,1,21963
11,892,14,8,208,11,1,1,21964
12,892,14,815,1,8,1,1,21965
13,892,14,821,15,16,1,1,21966
14,892,14,813,3,14,1,1,21967
15,892,14,822,3,18,1,1,21968
16,892,14,16,10,17,1,1,21969
17,892,14,819,207,20,1,1,21970
18,892,14,823,207,19,1,1,21971
19,892,14,824,206,21,1,1,21972
20,892,14,820,206,22,1,1,21973
0,892,14,818,5,10,2,1,21974
0,892,14,814,10,15,2,1,21975
1,893,15,20,9,1,1,1,21976
2,893,15,4,6,7,1,1,21977
3,893,15,8,208,13,1,1,21978
4,893,15,3,131,2,1,1,21979
5,893,15,1,131,5,1,1,21980
6,893,15,13,6,6,1,1,21981
7,893,15,18,1,8,1,1,21982
8,893,15,815,1,14,1,1,21983
9,893,15,807,15,11,1,1,21984
10,893,15,16,10,15,1,1,21985
11,893,15,813,3,18,1,1,21986
12,893,15,821,15,10,1,1,21987
13,893,15,822,3,16,1,1,21988
14,893,15,818,5,12,1,1,21989
0,893,15,17,9,4,2,1,21990
16,893,15,823,207,20,1,1,21991
17,893,15,820,206,22,1,1,21992
18,893,15,824,206,21,1,1,21993
19,893,15,819,207,19,1,1,21994
0,893,15,814,10,17,2,1,21995
0,893,15,154,208,3,2,1,21996
0,893,15,817,5,9,2,1,21997
1,894,35,20,9,1,1,1,21998
2,894,35,8,208,9,1,1,21999
3,894,35,154,208,3,1,1,22000
4,894,35,807,15,7,1,1,22001
5,894,35,1,131,2,1,1,22002
6,894,35,4,6,5,1,1,22003
7,894,35,3,131,4,1,1,22004
8,894,35,18,1,11,1,1,22005
9,894,35,13,6,6,1,1,22006
10,894,35,815,1,10,1,1,22007
11,894,35,821,15,8,1,1,22008
12,894,35,822,3,17,1,1,22009
13,894,35,813,3,18,1,1,22010
14,894,35,819,207,19,1,1,22011
15,894,35,823,207,20,1,1,22012
16,894,35,824,206,22,1,1,22013
17,894,35,820,206,21,1,1,22014
18,894,35,818,5,16,1,1,22015
19,894,35,817,5,12,1,1,22016
0,894,35,16,10,14,2,1,22017
0,894,35,17,9,13,2,1,22018
0,894,35,814,10,15,2,1,22019
1,895,22,20,9,2,1,1,22020
2,895,22,17,9,1,1,1,22021
3,895,22,154,208,4,1,1,22022
4,895,22,4,6,8,1,1,22023
5,895,22,8,208,9,1,1,22024
6,895,22,807,15,7,1,1,22025
7,895,22,821,15,14,1,1,22026
8,895,22,3,131,6,1,1,22027
9,895,22,18,1,10,1,1,22028
10,895,22,13,6,5,1,1,22029
11,895,22,814,10,12,1,1,22030
12,895,22,818,5,17,1,1,22031
13,895,22,817,5,16,1,1,22032
14,895,22,16,10,22,1,1,22033
15,895,22,815,1,11,1,1,22034
16,895,22,813,3,15,1,1,22035
17,895,22,822,3,13,1,1,22036
18,895,22,819,207,20,1,1,22037
19,895,22,820,206,18,1,1,22038
0,895,22,1,131,3,2,1,22039
0,895,22,823,207,19,2,1,22040
0,895,22,824,206,21,2,1,22041
1,896,68,20,9,1,1,1,22042
2,896,68,3,131,2,1,1,22043
3,896,68,154,208,17,1,1,22044
4,896,68,13,6,5,1,1,22045
5,896,68,815,1,9,1,1,22046
6,896,68,1,131,3,1,1,22047
7,896,68,8,208,6,1,1,22048
8,896,68,814,10,12,1,1,22049
9,896,68,16,10,13,1,1,22050
10,896,68,817,5,11,1,1,22051
11,896,68,4,6,8,1,1,22052
12,896,68,813,3,18,1,1,22053
13,896,68,818,5,14,1,1,22054
14,896,68,18,1,10,1,1,22055
15,896,68,821,15,16,1,1,22056
16,896,68,822,3,15,1,1,22057
17,896,68,820,206,22,1,1,22058
18,896,68,824,206,19,1,1,22059
0,896,68,807,15,7,2,1,22060
0,896,68,17,9,4,2,1,22061
0,896,68,819,207,21,2,1,22062
0,896,68,823,207,20,2,1,22063
1,897,24,20,9,2,1,1,22064
2,897,24,17,9,1,1,1,22065
3,897,24,3,131,3,1,1,22066
4,897,24,154,208,6,1,1,22067
5,897,24,4,6,10,1,1,22068
6,897,24,814,10,11,1,1,22069
7,897,24,1,131,4,1,1,22070
8,897,24,13,6,7,1,1,22071
9,897,24,815,1,8,1,1,22072
10,897,24,16,10,17,1,1,22073
11,897,24,813,3,14,1,1,22074
12,897,24,18,1,12,1,1,22075
13,897,24,821,15,16,1,1,22076
14,897,24,807,15,5,1,1,22077
15,897,24,822,3,15,1,1,22078
16,897,24,817,5,9,1,1,22079
17,897,24,818,5,13,1,1,22080
18,897,24,823,207,18,1,1,22081
19,897,24,819,207,19,1,1,22082
20,897,24,824,206,21,1,1,22083
21,897,24,820,206,20,1,1,22084
0,897,24,8,208,22,2,1,22085
1,898,69,20,9,1,1,1,22086
2,898,69,154,208,3,1,1,22087
3,898,69,17,9,2,1,1,22088
4,898,69,1,131,5,1,1,22089
5,898,69,4,6,6,1,1,22090
6,898,69,807,15,4,1,1,22091
7,898,69,815,1,7,1,1,22092
8,898,69,822,3,9,1,1,22093
9,898,69,3,131,12,1,1,22094
10,898,69,18,1,15,1,1,22095
11,898,69,817,5,10,1,1,22096
12,898,69,818,5,14,1,1,22097
13,898,69,13,6,13,1,1,22098
14,898,69,821,15,20,1,1,22099
15,898,69,5,208,8,1,1,22100
16,898,69,814,10,11,1,1,22101
17,898,69,813,3,17,1,1,22102
18,898,69,824,206,19,1,1,22103
19,898,69,823,207,18,1,1,22104
20,898,69,819,207,22,1,1,22105
21,898,69,820,206,21,1,1,22106
0,898,69,16,10,16,2,1,22107
1,899,18,20,9,1,1,1,22108
2,899,18,17,9,4,1,1,22109
3,899,18,4,6,3,1,1,22110
4,899,18,18,1,14,1,1,22111
5,899,18,3,131,2,1,1,22112
6,899,18,815,1,19,1,1,22113
7,899,18,13,6,9,1,1,22114
8,899,18,807,15,10,1,1,22115
9,899,18,1,131,5,1,1,22116
10,899,18,817,5,7,1,1,22117
11,899,18,814,10,12,1,1,22118
12,899,18,821,15,17,1,1,22119
13,899,18,16,10,15,1,1,22120
14,899,18,5,208,11,1,1,22121
15,899,18,818,5,8,1,1,22122
16,899,18,813,3,16,1,1,22123
17,899,18,824,206,21,1,1,22124
18,899,18,823,207,20,1,1,22125
19,899,18,820,206,22,1,1,22126
0,899,18,819,207,18,2,1,22127
0,899,18,822,3,13,2,1,22128
0,899,18,154,208,6,2,1,22129
1,900,1,3,131,3,1,1,22130
2,900,1,825,1,4,1,1,22131
3,900,1,18,1,10,1,1,22132
4,900,1,4,6,5,1,1,22133
5,900,1,822,3,15,1,1,22134
6,900,1,807,10,7,1,1,22135
7,900,1,8,6,11,1,1,22136
8,900,1,818,5,6,1,1,22137
9,900,1,826,5,8,1,1,22138
10,900,1,815,10,16,1,1,22139
11,900,1,16,15,13,1,1,22140
12,900,1,821,15,20,1,1,22141
13,900,1,820,206,17,1,1,22142
0,900,1,824,206,18,2,1,22143
0,900,1,154,208,22,2,1,22144
0,900,1,813,208,21,2,1,22145
0,900,1,828,207,19,2,1,22146
0,900,1,20,9,12,2,1,22147
0,900,1,1,131,1,2,1,22148
0,900,1,13,3,9,2,1,22149
0,900,1,155,207,14,2,1,22150
0,900,1,817,9,2,2,1,22151
1,901,2,1,131,1,1,1,22152
2,901,2,3,131,3,1,1,22153
3,901,2,20,9,2,1,1,22154
4,901,2,4,6,4,1,1,22155
5,901,2,807,10,7,1,1,22156
6,901,2,18,1,10,1,1,22157
7,901,2,13,3,13,1,1,22158
8,901,2,822,3,18,1,1,22159
9,901,2,825,1,8,1,1,22160
10,901,2,826,5,11,1,1,22161
11,901,2,154,208,15,1,1,22162
12,901,2,8,6,6,1,1,22163
13,901,2,155,207,20,1,1,22164
14,901,2,828,207,22,1,1,22165
15,901,2,820,206,21,1,1,22166
0,901,2,817,9,5,2,1,22167
0,901,2,821,15,12,2,1,22168
0,901,2,16,15,17,2,1,22169
0,901,2,818,5,9,2,1,22170
0,901,2,824,206,19,2,1,22171
0,901,2,813,208,16,2,1,22172
0,901,2,815,10,14,2,1,22173
1,902,3,1,131,2,1,1,22174
2,902,3,3,131,1,1,1,22175
3,902,3,815,10,4,1,1,22176
4,902,3,817,9,13,1,1,22177
5,902,3,807,10,11,1,1,22178
6,902,3,20,9,10,1,1,22179
7,902,3,13,3,7,1,1,22180
8,902,3,822,3,3,1,1,22181
9,902,3,4,6,9,1,1,22182
10,902,3,8,6,5,1,1,22183
11,902,3,826,5,12,1,1,22184
12,902,3,154,208,16,1,1,22185
13,902,3,820,206,21,1,1,22186
14,902,3,813,208,17,1,1,22187
15,902,3,155,207,18,1,1,22188
16,902,3,824,206,19,1,1,22189
0,902,3,18,1,6,2,1,22190
0,902,3,825,1,8,2,1,22191
0,902,3,821,15,15,2,1,22192
0,902,3,828,207,20,2,1,22193
0,902,3,818,5,14,2,1,22194
0,902,3,16,15,22,2,1,22195
1,903,17,1,131,1,1,1,22196
2,903,17,3,131,4,1,1,22197
3,903,17,4,6,5,1,1,22198
4,903,17,817,9,2,1,1,22199
5,903,17,20,9,3,1,1,22200
6,903,17,807,10,8,1,1,22201
7,903,17,822,3,7,1,1,22202
8,903,17,8,6,11,1,1,22203
9,903,17,815,10,16,1,1,22204
10,903,17,826,5,13,1,1,22205
11,903,17,18,1,12,1,1,22206
12,903,17,818,5,9,1,1,22207
13,903,17,825,1,15,1,1,22208
14,903,17,813,208,22,1,1,22209
15,903,17,13,3,6,1,1,22210
16,903,17,821,15,17,1,1,22211
17,903,17,824,206,19,1,1,22212
18,903,17,155,207,18,1,1,22213
19,903,17,820,206,21,1,1,22214
20,903,17,828,207,20,1,1,22215
0,903,17,154,208,10,2,1,22216
0,903,17,16,15,14,2,1,22217
1,904,4,1,131,1,1,1,22218
2,904,4,3,131,2,1,1,22219
3,904,4,817,9,3,1,1,22220
4,904,4,20,9,15,1,1,22221
5,904,4,822,3,4,1,1,22222
6,904,4,4,6,7,1,1,22223
7,904,4,8,6,6,1,1,22224
8,904,4,154,208,5,1,1,22225
9,904,4,815,10,11,1,1,22226
10,904,4,807,10,10,1,1,22227
11,904,4,18,1,8,1,1,22228
12,904,4,825,1,14,1,1,22229
13,904,4,13,3,9,1,1,22230
14,904,4,826,5,12,1,1,22231
15,904,4,813,208,22,1,1,22232
16,904,4,821,15,13,1,1,22233
17,904,4,16,15,16,1,1,22234
18,904,4,824,206,18,1,1,22235
19,904,4,820,206,17,1,1,22236
20,904,4,828,207,19,1,1,22237
0,904,4,155,207,20,2,1,22238
0,904,4,818,5,21,2,1,22239
1,905,6,3,131,1,1,1,22240
2,905,6,1,131,2,1,1,22241
3,905,6,817,9,3,1,1,22242
4,905,6,4,6,5,1,1,22243
5,905,6,807,10,11,1,1,22244
6,905,6,18,1,12,1,1,22245
7,905,6,13,3,16,1,1,22246
8,905,6,154,208,14,1,1,22247
9,905,6,824,206,21,1,1,22248
10,905,6,825,1,8,1,1,22249
11,905,6,828,207,22,1,1,22250
12,905,6,8,6,6,1,1,22251
13,905,6,155,207,20,1,1,22252
14,905,6,820,206,19,1,1,22253
0,905,6,821,15,17,2,1,22254
0,905,6,822,3,13,2,1,22255
0,905,6,818,5,7,2,1,22256
0,905,6,16,15,18,2,1,22257
0,905,6,826,5,9,2,1,22258
0,905,6,20,9,4,2,1,22259
0,905,6,815,10,10,2,1,22260
0,905,6,813,208,15,2,1,22261
1,906,7,817,9,6,1,1,22262
2,906,7,3,131,1,1,1,22263
3,906,7,20,9,3,1,1,22264
4,906,7,18,1,9,1,1,22265
5,906,7,807,10,11,1,1,22266
6,906,7,4,6,7,1,1,22267
7,906,7,822,3,4,1,1,22268
8,906,7,818,5,8,1,1,22269
9,906,7,825,1,12,1,1,22270
10,906,7,8,6,10,1,1,22271
0,906,7,815,10,13,2,1,22272
0,906,7,13,3,5,2,1,22273
13,906,7,16,15,16,1,1,22274
0,906,7,821,15,22,2,1,22275
0,906,7,154,208,14,2,1,22276
0,906,7,826,5,15,2,1,22277
0,906,7,1,131,2,2,1,22278
0,906,7,155,207,21,2,1,22279
0,906,7,813,208,17,2,1,22280
0,906,7,828,207,20,2,1,22281
0,906,7,820,206,18,2,1,22282
0,906,7,824,206,19,2,1,22283
1,907,70,3,131,3,1,1,22284
2,907,70,1,131,9,1,1,22285
3,907,70,822,3,2,1,1,22286
4,907,70,13,3,1,1,1,22287
5,907,70,4,6,4,1,1,22288
6,907,70,815,10,15,1,1,22289
7,907,70,825,1,6,1,1,22290
8,907,70,817,9,5,1,1,22291
9,907,70,807,10,10,1,1,22292
10,907,70,8,6,8,1,1,22293
11,907,70,18,1,11,1,1,22294
12,907,70,813,208,13,1,1,22295
13,907,70,16,15,16,1,1,22296
14,907,70,154,208,22,1,1,22297
15,907,70,824,206,18,1,1,22298
16,907,70,155,207,19,1,1,22299
17,907,70,820,206,21,1,1,22300
18,907,70,828,207,20,1,1,22301
19,907,70,821,15,17,1,1,22302
0,907,70,818,5,14,2,1,22303
0,907,70,20,9,12,2,1,22304
0,907,70,826,5,7,2,1,22305
1,908,9,1,131,6,1,1,22306
2,908,9,822,3,14,1,1,22307
3,908,9,817,9,8,1,1,22308
4,908,9,18,1,3,1,1,22309
5,908,9,20,9,2,1,1,22310
6,908,9,4,6,16,1,1,22311
7,908,9,825,1,5,1,1,22312
8,908,9,807,10,4,1,1,22313
9,908,9,826,5,9,1,1,22314
10,908,9,818,5,10,1,1,22315
11,908,9,815,10,7,1,1,22316
12,908,9,154,208,11,1,1,22317
13,908,9,16,15,13,1,1,22318
14,908,9,824,206,12,1,1,22319
15,908,9,155,207,22,1,1,22320
16,908,9,820,206,17,1,1,22321
17,908,9,813,208,20,1,1,22322
0,908,9,3,131,1,2,1,22323
0,908,9,828,207,21,2,1,22324
0,908,9,821,15,19,2,1,22325
0,908,9,13,3,15,2,1,22326
0,908,9,8,6,18,2,1,22327
1,909,10,3,131,1,1,1,22328
2,909,10,822,3,2,1,1,22329
3,909,10,1,131,20,1,1,22330
4,909,10,20,9,6,1,1,22331
5,909,10,4,6,7,1,1,22332
6,909,10,817,9,5,1,1,22333
7,909,10,807,10,9,1,1,22334
8,909,10,18,1,11,1,1,22335
9,909,10,825,1,4,1,1,22336
10,909,10,815,10,10,1,1,22337
11,909,10,8,6,12,1,1,22338
12,909,10,813,208,18,1,1,22339
13,909,10,818,5,13,1,1,22340
14,909,10,821,15,16,1,1,22341
15,909,10,824,206,17,1,1,22342
16,909,10,155,207,19,1,1,22343
17,909,10,820,206,21,1,1,22344
18,909,10,828,207,22,1,1,22345
0,909,10,16,15,15,2,1,22346
0,909,10,826,5,8,2,1,22347
0,909,10,154,208,14,2,1,22348
0,909,10,13,3,3,2,1,22349
1,910,11,817,9,4,1,1,22350
2,910,11,4,6,5,1,1,22351
3,910,11,1,131,22,1,1,22352
4,910,11,3,131,1,1,1,22353
5,910,11,13,3,6,1,1,22354
6,910,11,8,6,16,1,1,22355
7,910,11,20,9,2,1,1,22356
8,910,11,822,3,3,1,1,22357
9,910,11,818,5,8,1,1,22358
10,910,11,18,1,7,1,1,22359
11,910,11,16,15,11,1,1,22360
12,910,11,825,1,21,1,1,22361
13,910,11,813,208,20,1,1,22362
14,910,11,826,5,10,1,1,22363
15,910,11,824,206,15,1,1,22364
16,910,11,820,206,18,1,1,22365
0,910,11,821,15,13,2,1,22366
0,910,11,155,207,17,2,1,22367
0,910,11,815,10,12,2,1,22368
0,910,11,807,10,9,2,1,22369
0,910,11,154,208,14,2,1,22370
0,910,11,828,207,19,2,1,22371
1,911,13,817,9,5,1,1,22373
2,911,13,3,131,1,1,1,22374
3,911,13,822,3,6,1,1,22375
4,911,13,8,6,8,1,1,22376
5,911,13,20,9,3,1,1,22377
6,911,13,18,1,10,1,1,22378
7,911,13,4,6,4,1,1,22379
8,911,13,815,10,13,1,1,22380
9,911,13,826,5,11,1,1,22381
10,911,13,807,10,18,1,1,22382
11,911,13,818,5,12,1,1,22383
12,911,13,825,1,7,1,1,22384
13,911,13,13,3,9,1,1,22385
14,911,13,16,15,14,1,1,22386
15,911,13,821,15,20,1,1,22387
16,911,13,820,206,19,1,1,22388
17,911,13,828,207,22,1,1,22389
0,911,13,824,206,16,2,1,22390
0,911,13,1,131,2,2,1,22391
0,911,13,154,208,15,2,1,22392
0,911,13,813,208,17,2,1,22393
0,911,13,827,207,21,2,1,22394
1,912,14,1,131,1,1,1,22395
2,912,14,3,131,2,1,1,22396
3,912,14,13,3,4,1,1,22397
4,912,14,822,3,3,1,1,22398
5,912,14,817,9,9,1,1,22399
6,912,14,20,9,8,1,1,22400
7,912,14,815,10,10,1,1,22401
8,912,14,18,1,6,1,1,22402
9,912,14,8,6,11,1,1,22403
10,912,14,825,1,5,1,1,22404
11,912,14,826,5,21,1,1,22405
12,912,14,807,10,13,1,1,22406
13,912,14,818,5,12,1,1,22407
14,912,14,813,208,16,1,1,22408
15,912,14,16,15,14,1,1,22409
16,912,14,154,208,17,1,1,22410
17,912,14,155,207,18,1,1,22411
18,912,14,824,206,19,1,1,22412
19,912,14,821,15,15,1,1,22413
20,912,14,828,207,22,1,1,22414
0,912,14,4,6,7,2,1,22415
0,912,14,820,206,20,2,1,22416
1,913,15,1,131,1,1,1,22417
2,913,15,20,9,4,1,1,22418
3,913,15,817,9,3,1,1,22419
4,913,15,4,6,5,1,1,22420
5,913,15,13,3,6,1,1,22421
6,913,15,818,5,12,1,1,22422
7,913,15,815,10,15,1,1,22423
8,913,15,8,6,7,1,1,22424
9,913,15,807,10,13,1,1,22425
10,913,15,825,1,9,1,1,22426
11,913,15,822,3,8,1,1,22427
12,913,15,813,208,18,1,1,22428
13,913,15,154,208,16,1,1,22429
14,913,15,826,5,10,1,1,22430
15,913,15,828,207,22,1,1,22431
16,913,15,824,206,19,1,1,22432
17,913,15,820,206,21,1,1,22433
0,913,15,18,1,11,2,1,22434
0,913,15,16,15,17,2,1,22435
0,913,15,821,15,14,2,1,22436
0,913,15,3,131,2,2,1,22437
0,913,15,155,207,20,2,1,22438
1,914,22,1,131,2,1,1,22439
2,914,22,3,131,1,1,1,22440
3,914,22,20,9,9,1,1,22441
4,914,22,817,9,6,1,1,22442
5,914,22,18,1,8,1,1,22443
6,914,22,822,3,3,1,1,22444
7,914,22,13,3,4,1,1,22445
8,914,22,807,10,13,1,1,22446
9,914,22,818,5,20,1,1,22447
10,914,22,815,10,11,1,1,22448
11,914,22,826,5,12,1,1,22449
12,914,22,8,6,10,1,1,22450
13,914,22,821,15,15,1,1,22451
14,914,22,825,1,7,1,1,22452
15,914,22,154,208,16,1,1,22453
16,914,22,813,208,22,1,1,22454
17,914,22,828,207,17,1,1,22455
18,914,22,820,206,21,1,1,22456
19,914,22,155,207,19,1,1,22457
0,914,22,824,206,18,2,1,22458
0,914,22,16,15,14,2,1,22459
0,914,22,4,6,5,2,1,22460
1,915,71,1,131,1,1,1,22461
2,915,71,3,131,2,1,1,22462
3,915,71,822,3,3,1,1,22463
4,915,71,18,1,4,1,1,22464
5,915,71,825,1,11,1,1,22465
6,915,71,4,6,7,1,1,22466
7,915,71,817,9,6,1,1,22467
8,915,71,20,9,10,1,1,22468
9,915,71,8,6,8,1,1,22469
10,915,71,815,10,12,1,1,22470
11,915,71,13,3,18,1,1,22471
12,915,71,807,10,17,1,1,22472
13,915,71,818,5,9,1,1,22473
14,915,71,826,5,5,1,1,22474
15,915,71,821,15,13,1,1,22475
16,915,71,16,15,14,1,1,22476
17,915,71,154,208,15,1,1,22477
18,915,71,813,208,21,1,1,22478
19,915,71,828,207,16,1,1,22479
0,915,71,155,207,19,2,1,22480
0,915,71,820,206,20,2,1,22481
1,916,69,1,131,2,1,1,22482
2,916,69,3,131,1,1,1,22483
3,916,69,817,9,5,1,1,22484
4,916,69,13,3,4,1,1,22485
5,916,69,822,3,3,1,1,22486
6,916,69,4,6,6,1,1,22487
7,916,69,20,9,18,1,1,22488
8,916,69,825,1,7,1,1,22489
10,916,69,818,5,14,1,1,22490
9,916,69,813,208,10,1,1,22491
11,916,69,154,208,16,1,1,22492
12,916,69,18,1,12,1,1,22493
13,916,69,8,6,8,1,1,22494
14,916,69,821,15,15,1,1,22495
15,916,69,826,5,17,1,1,22496
0,916,69,807,10,13,2,1,22497
0,916,69,815,10,11,2,1,22498
0,916,69,16,15,9,2,1,22499
1,917,18,3,131,1,1,1,22500
2,917,18,1,131,2,1,1,22501
3,917,18,13,3,3,1,1,22502
4,917,18,18,1,5,1,1,22503
5,917,18,20,9,6,1,1,22504
6,917,18,4,6,8,1,1,22505
7,917,18,8,6,10,1,1,22506
8,917,18,807,10,12,1,1,22507
9,917,18,825,1,7,1,1,22508
10,917,18,822,3,4,1,1,22509
11,917,18,826,5,17,1,1,22510
12,917,18,813,208,16,1,1,22511
13,917,18,818,5,15,1,1,22512
14,917,18,821,15,11,1,1,22513
15,917,18,815,10,18,1,1,22514
